wals code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
pia	piar1243	Piaroa	5.0	-67.0	South America	Piaroa	Sáliban	False	False
agr	agua1253	Aguaruna	-5.0	-78.0	South America	Jivaroan	Jivaroan	False	False
cch	choc1279	Chocho	17.6666666667	-97.4166666667	North America	Popolocan	Oto-Manguean	False	False
kat	kate1253	Kâte	-6.5	147.75	Papunesia	Finisterre-Huon	Trans-New Guinea	False	False
tnn	tune1241	Tunen	4.75	10.6666666667	Africa	Bantoid	Niger-Congo	False	False
iir	papu1250	Indonesian (Papuan)	-2.5	140.666666667	Papunesia	Malayo-Sumbawan	Austronesian	False	False
inj	indo1316	Indonesian (Jakarta)	-6.16666666667	106.75	Papunesia	Malayo-Sumbawan	Austronesian	False	False
ind	indo1316	Indonesian	0.0	106.0	Papunesia	Malayo-Sumbawan	Austronesian	True	True
gji	guri1247	Gurindji	-17.6666666667	130.666666667	Australia	Pama-Nyungan	Australian	False	False
yns	yans1239	Yansi	-3.83333333333	18.0	Africa	Bantoid	Niger-Congo	False	False
mao	maor1246	Maori	-40.0	176.0	Papunesia	Oceanic	Austronesian	False	True
nkn	nkon1245	Nkonya	7.16666666667	0.25	Africa	Kwa	Niger-Congo	False	False
ika	arhu1242	Ika	10.6666666667	-73.75	South America	Aruak	Chibchan	False	True
obg	ogbr1243	Ogbronuagum	4.75	6.86666666667	Africa	Cross River	Niger-Congo	False	False
tlf	tele1256	Telefol	-5.0	141.75	Papunesia	Ok	Trans-New Guinea	False	False
jlu	luwo1239	Jur Luwo	8.0	28.0	Africa	Nilotic	Nilo-Saharan	False	False
amz	guer1243	Amuzgo	16.8333333333	-98.0	North America	Amuzgoan	Oto-Manguean	False	False
fur	furr1244	Fur	13.5	25.0	Africa	Fur	Nilo-Saharan	False	True
gmb	guam1248	Guambiano	2.5	-76.6666666667	South America	Barbacoan	Barbacoan	False	False
haw	hawa1245	Hawaiian	19.5833333333	-155.5	Papunesia	Oceanic	Austronesian	False	False
tnk	tung1290	Tungak	-2.55	150.25	Papunesia	Oceanic	Austronesian	False	False
nha	nhan1238	Nhanda	-27.0	114.166666667	Australia	Pama-Nyungan	Australian	False	False
nze	zeme1240	Naga (Zeme)	25.1666666667	93.5	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
crj	cari1279	Carijona	1.0	-73.0	South America	Cariban	Cariban	False	False
umu	cari1279	Umaua	1.0	-72.0	South America	Cariban	Cariban	False	False
kyo	kany1247	Kanyok	-7.33333333333	23.5833333333	Africa	Bantoid	Niger-Congo	False	False
yng	ying1247	Yingkarta	-25.1666666667	114.833333333	Australia	Pama-Nyungan	Australian	False	False
agm	anga1287	Angami	25.6666666667	94.5	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
det	shua1254	Deti	-20.5	24.5	Africa	Central Khoisan	Khoisan	False	False
mko	muku1242	Mokilko	11.9166666667	18.0833333333	Africa	East Chadic	Afro-Asiatic	False	False
sra	sran1240	Sranan	5.83333333333	-55.3333333333	South America	Creoles and Pidgins	other	False	False
ale	aleu1260	Aleut	54.0	-166.0	North America	Aleut	Eskimo-Aleut	False	False
aea	aleu1260	Aleut (Eastern)	54.75	-164.0	North America	Aleut	Eskimo-Aleut	False	False
mot	siwa1245	Motuna	-6.61666666667	155.416666667	Papunesia	East Bougainville	East Bougainville	False	False
mrk	muri1260	Murik	-3.83333333333	144.25	Papunesia	Lower Sepik	Lower Sepik-Ramu	False	False
bar	bari1284	Bari	5.0	31.6666666667	Africa	Nilotic	Nilo-Saharan	False	False
kuk	bari1284	Kukú	5.83333333333	31.6666666667	Africa	Nilotic	Nilo-Saharan	False	False
bgr	furu1242	Bagiro	4.33333333333	20.5833333333	Africa	Bongo-Bagirmi	Nilo-Saharan	False	False
awy	awyi1241	Awyi	-2.91666666667	140.583333333	Papunesia	Border	Border	False	False
vep	veps1250	Veps	60.0	35.0	Eurasia	Finnic	Uralic	False	False
rut	rutu1240	Rutul	41.5	47.4166666667	Eurasia	Lezgic	Nakh-Daghestanian	False	False
one	molm1235	One	-3.25	141.916666667	Papunesia	West Wapei	Torricelli	False	False
wol	wole1240	Woleaian	7.33333333333	143.833333333	Papunesia	Oceanic	Austronesian	False	False
lmn	lamb1269	Lamani	17.0	77.0	Eurasia	Indic	Indo-European	False	False
eng	stan1293	English	52.0	0.0	Eurasia	Germanic	Indo-European	True	True
cyn	chey1247	Cheyenne	47.0	-95.0	North America	Algonquian	Algic	False	False
kyg	keny1279	Kenyang	5.66666666667	9.5	Africa	Bantoid	Niger-Congo	False	False
amh	amha1245	Amharic	10.0	38.0	Africa	Semitic	Afro-Asiatic	False	False
mhc	mohe1244	Mahican	42.6666666667	-73.5	North America	Algonquian	Algic	False	False
wam	wamb1258	Wambaya	-18.6666666667	135.75	Australia	West Barkly	Australian	False	True
rng	reng1252	Rengao	14.5833333333	107.833333333	Eurasia	Bahnaric	Austro-Asiatic	False	False
qay	ayac1239	Quechua (Ayacucho)	-14.0	-74.0	South America	Quechuan	Quechuan	False	False
mcs	cent2140	Miwok (Central Sierra)	38.0	-120.333333333	North America	Miwok	Penutian	False	False
bon	bong1291	Bongu	-5.5	145.916666667	Papunesia	Madang	Trans-New Guinea	False	False
wll	wall1257	Wallisian	-13.3	-176.2	Papunesia	Oceanic	Austronesian	False	False
cha	cham1312	Chamorro	13.45	144.75	Papunesia	Chamorro	Austronesian	True	True
fut	futu1245	Futuna-Aniwa	-19.5333333333	170.216666667	Papunesia	Oceanic	Austronesian	False	False
tbt	toba1266	Tobati	-2.58333333333	140.666666667	Papunesia	Oceanic	Austronesian	False	False
teo	teop1238	Teop	-5.66666666667	155.0	Papunesia	Oceanic	Austronesian	False	False
nne	neng1238	Nengone	-21.5	168.0	Papunesia	Oceanic	Austronesian	False	False
afr	afri1274	Afrikaans	-31.0	22.0	Africa	Germanic	Indo-European	False	False
fre	stan1290	French	48.0	2.0	Eurasia	Romance	Indo-European	True	True
xas	xaas1235	Xasonga	14.25	-10.5	Africa	Western Mande	Niger-Congo	False	False
mxa	atat1238	Mixtec (Atatlahuca)	17.0	-97.75	North America	Mixtecan	Oto-Manguean	False	False
mxc	sanm1295	Mixtec (Chalcatongo)	17.05	-97.5833333333	North America	Mixtecan	Oto-Manguean	True	True
mxj	pino1237	Mixtec (Jicaltepec)	16.3333333333	-98.0	North America	Mixtecan	Oto-Manguean	False	False
mxo	ocot1243	Mixtec (Ocotepec)	17.1666666667	-97.75	North America	Mixtecan	Oto-Manguean	False	False
mxp	peno1244	Mixtec (Peñoles)	17.0833333333	-96.9166666667	North America	Mixtecan	Oto-Manguean	False	False
mxy	yoso1239	Mixtec (Yosondúa)	16.9166666667	-97.5833333333	North America	Mixtecan	Oto-Manguean	False	False
mxt	ayut1236	Mixtec (Ayutla)	16.9166666667	-99.1666666667	North America	Mixtecan	Oto-Manguean	False	False
mxz	coat1241	Mixtec (Coatzospan)	18.0833333333	-96.5833333333	North America	Mixtecan	Oto-Manguean	False	False
mja	jami1235	Mixtec (Jamiltepec)	16.25	-97.8333333333	North America	Mixtecan	Oto-Manguean	False	False
mxm	sanm1295	Mixtec (Molinos)	17.0	-97.5833333333	North America	Mixtecan	Oto-Manguean	False	False
mxu	chay1249	Mixtec (Chayuco)	16.4166666667	-97.8333333333	North America	Mixtecan	Oto-Manguean	False	False
mjc	sanj1281	Mixtec (San Juan Colorado)	16.5	-98.0	North America	Mixtecan	Oto-Manguean	False	False
mxl	alac1244	Mixtec (Alacatlatzala)	17.25	-98.5833333333	North America	Mixtecan	Oto-Manguean	False	False
tuk	tuka1247	Tukang Besi	-5.5	123.5	Papunesia	Celebic	Austronesian	True	True
pwn	pawn1254	Pawnee	41.0	-98.6666666667	North America	Caddoan	Caddoan	False	False
anj	anei1239	Anejom	-20.2	169.8	Papunesia	Oceanic	Austronesian	False	False
kor	kore1280	Korean	37.5	128.0	Eurasia	Korean	Korean	True	True
lus	lush1252	Lushootseed	48.0	-122.0	North America	Central Salish	Salishan	False	False
apl	apal1257	Apalaí	0.0	-54.0	South America	Cariban	Cariban	False	False
dhb	baya1257	Dharumbal	-22.75	150.5	Australia	Pama-Nyungan	Australian	False	False
mkb	coas1301	Miwok (Bodega)	38.3333333333	-123.0	North America	Miwok	Penutian	False	False
hei	heil1246	Heiltsuk	52.0	-127.5	North America	Northern Wakashan	Wakashan	False	False
sue	suen1241	Suena	-7.75	147.55	Papunesia	Binanderean	Trans-New Guinea	False	True
krr	kair1263	Kairiru	-3.33333333333	143.583333333	Papunesia	Oceanic	Austronesian	False	False
bnm	binu1245	Binumarien	-6.28333333333	146.083333333	Papunesia	Eastern Highlands	Trans-New Guinea	False	False
tol	toll1241	Tol	14.6666666667	-87.0	North America	Tol	Tol	False	False
ukr	ukra1253	Ukrainian	49.0	33.0	Eurasia	Slavic	Indo-European	False	False
hwr	gura1251	Hawrami	35.75	45.5	Eurasia	Iranian	Indo-European	False	False
iwm	iwam1256	Iwam	-4.33333333333	142.0	Papunesia	Upper Sepik	Sepik	False	False
xho	xhos1239	Xhosa	-32.0	27.0	Africa	Bantoid	Niger-Congo	False	False
lil	lill1248	Lillooet	50.75	-122.0	North America	Interior Salish	Salishan	False	False
wrd	ward1246	Wardaman	-15.5	131.0	Australia	Yangmanic	Australian	False	True
cop	copt1239	Coptic	26.0	32.0	Africa	Egyptian-Coptic	Afro-Asiatic	False	False
big	yulu1243	Binga	8.0	25.0	Africa	Bongo-Bagirmi	Nilo-Saharan	False	False
yul	yulu1243	Yulu	8.5	25.25	Africa	Bongo-Bagirmi	Nilo-Saharan	False	False
brj	burj1242	Burji	5.5	37.8333333333	Africa	Eastern Cushitic	Afro-Asiatic	False	False
sva	svan1243	Svan	43.0	42.5	Eurasia	Kartvelian	Kartvelian	False	False
ndi	sout2784	Ngbandi	3.75	22.0	Africa	Ubangi	Niger-Congo	False	False
ygd	diii1241	Yag Dii	8.0	14.0	Africa	Adamawa	Niger-Congo	False	False
gnn	kwin1241	Gunin	-14.25	126.666666667	Australia	Wororan	Australian	False	False
cay	chac1249	Cayapa	0.666666666667	-79.0	South America	Barbacoan	Barbacoan	False	False
apk	apuc1241	A-Pucikwar	12.1666666667	92.8333333333	Eurasia	Great Andamanese	Great Andamanese	False	False
tmp	tamp1252	Tampulma	10.4166666667	-0.583333333333	Africa	Gur	Niger-Congo	False	False
wth	wath1238	Wathawurrung	-38.0	144.0	Australia	Pama-Nyungan	Australian	False	False
igs	gaam1241	Ingessana	11.5	34.0	Africa	Eastern Jebel	Nilo-Saharan	False	False
ao	aona1235	Ao	26.5833333333	94.6666666667	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
cam	cams1241	Camsá	1.16666666667	-77.0	South America	Camsá	Camsá	False	False
hsl	hais1244	Haisla	54.0	-128.75	North America	Northern Wakashan	Wakashan	False	False
tnt	tont1239	Tontemboan	1.08333333333	124.5	Papunesia	Minahasan	Austronesian	False	False
zqc	copa1236	Zoque (Copainalá)	17.0	-93.25	North America	Mixe-Zoque	Mixe-Zoque	True	True
zqo	copa1236	Zoque (Ostuacan)	17.4166666667	-93.3	North America	Mixe-Zoque	Mixe-Zoque	False	False
zfl	fran1266	Zoque (Francisco León)	17.3333333333	-93.25	North America	Mixe-Zoque	Mixe-Zoque	False	False
zqr	rayo1235	Zoque (Rayon)	17.0833333333	-93.0	North America	Mixe-Zoque	Mixe-Zoque	False	False
zch	chim1300	Zoque (Chimalapa)	16.75	-94.75	North America	Mixe-Zoque	Mixe-Zoque	False	False
ama	amar1272	Amara	-5.66666666667	148.5	Papunesia	Oceanic	Austronesian	False	False
srl	lowe1385	Sorbian (Lower)	51.75	14.3333333333	Eurasia	Slavic	Indo-European	False	False
yaw	nucl1454	Yawa	-1.75	136.25	Papunesia	Yawa	Yawa	False	False
mhi	mara1378	Marathi	19.0	76.0	Eurasia	Indic	Indo-European	False	False
slb	sali1295	Saliba (in Papua New Guinea)	-10.5833333333	150.716666667	Papunesia	Oceanic	Austronesian	False	False
mar	mari1440	Maricopa	33.1666666667	-113.166666667	North America	Yuman	Hokan	True	True
shu	shus1248	Shuswap	52.0	-120.0	North America	Interior Salish	Salishan	False	False
mrr	mari1419	Maringarr	-14.25	130.0	Australia	Western Daly	Australian	False	False
oku	okuu1243	Oku	6.25	10.5	Africa	Bantoid	Niger-Congo	False	False
ahs	hass1238	Arabic (Bani-Hassan)	20.0	-10.0	Africa	Semitic	Afro-Asiatic	False	False
awi	aeky1238	Aekyom	-5.75	141.416666667	Papunesia	Awin-Pare	Awin-Pare	False	False
emc	embe1262	Embera Chami	5.0	-76.0	South America	Choco	Choco	False	False
mmz	mams1234	Mam (Southern)	14.8333333333	-91.6666666667	North America	Mayan	Mayan	False	False
mam	mamc1234	Mam	15.0	-91.8333333333	North America	Mayan	Mayan	False	False
tsh	pana1305	Tümpisa Shoshone	37.0	-117.0	North America	Numic	Uto-Aztecan	False	False
swr	shos1248	Shoshone (Wind River)	43.4166666667	-108.833333333	North America	Numic	Uto-Aztecan	False	False
sho	shos1248	Shoshone	41.0	-114.0	North America	Numic	Uto-Aztecan	False	False
tsz	dido1241	Tsez	42.25	45.75	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	False	False
bbf	sout2840	Bobo Madaré (Northern)	12.4166666667	-4.33333333333	Africa	Western Mande	Niger-Congo	False	False
tlp	acat1239	Tlapanec	17.0833333333	-99.0	North America	Subtiaba-Tlapanec	Oto-Manguean	False	False
thy	thay1249	Kuuk Thaayorre	-14.5833333333	141.833333333	Australia	Pama-Nyungan	Australian	False	False
shk	ship1254	Shipibo-Konibo	-7.5	-75.0	South America	Panoan	Panoan	False	True
sam	samo1305	Samoan	-13.9166666667	-171.833333333	Papunesia	Oceanic	Austronesian	False	False
moe	erzy1239	Mordvin (Erzya)	53.0	45.5	Eurasia	Mordvin	Uralic	False	False
luy	saam1283	Luyia	0.416666666667	34.5	Africa	Bantoid	Niger-Congo	False	False
ndu	ndum1239	Ndumu	-1.66666666667	13.5833333333	Africa	Bantoid	Niger-Congo	False	False
djp	dhuw1249	Djapu	-12.6666666667	136.0	Australia	Pama-Nyungan	Australian	False	False
gmt	guma1253	Gumatj	-12.5	135.5	Australia	Pama-Nyungan	Australian	False	False
dda	dhuw1249	Dhuwal (Dätiwuy)	-12.1666666667	136.25	Australia	Pama-Nyungan	Australian	False	False
hre	hree1244	Hre	14.6666666667	108.666666667	Eurasia	Bahnaric	Austro-Asiatic	False	False
sob	sobe1238	Sobei	-1.91666666667	138.75	Papunesia	Oceanic	Austronesian	False	False
ari	arib1241	Aribwatsa	-6.71666666667	147.0	Papunesia	Oceanic	Austronesian	False	False
rim	nyat1246	Rimi	-5.0	34.6666666667	Africa	Bantoid	Niger-Congo	False	False
ats	atsu1245	Atsugewi	40.75	-121.0	North America	Palaihnihan	Hokan	False	False
agw	alag1248	Alagwa	-5.5	35.75	Africa	Southern Cushitic	Afro-Asiatic	False	False
unm	unam1242	Unami	40.0	-75.1666666667	North America	Algonquian	Algic	False	False
mwl	lake1258	Miwok (Lake)	38.9166666667	-122.666666667	North America	Miwok	Penutian	False	False
mup	mwag1236	Mupun	9.5	8.83333333333	Africa	West Chadic	Afro-Asiatic	False	False
ntn	nate1242	Nateni	10.5	1.16666666667	Africa	Gur	Niger-Congo	False	False
dmk	doma1260	Dumaki	36.1666666667	74.0	Eurasia	Indic	Indo-European	False	False
lul	lule1238	Lule	-28.0	-64.0	South America	Lule	Lule	False	False
ckl	chin1286	Chinook (Lower)	46.25	-123.5	North America	Chinookan	Penutian	False	False
buw	bulu1251	Bulu	3.0	11.0	Africa	Bantoid	Niger-Congo	False	False
ppi	pitt1247	Pitta Pitta	-22.8333333333	140.0	Australia	Pama-Nyungan	Australian	False	False
msm	muso1238	Musom	-6.58333333333	147.0	Papunesia	Oceanic	Austronesian	False	False
ykm	yako1252	Yakoma	4.41666666667	18.4166666667	Africa	Ubangi	Niger-Congo	False	False
nin	ning1273	Ningil	-3.5	142.25	Papunesia	Wapei-Palei	Torricelli	False	False
ady	adyg1241	Adyghe (Abzakh)	45.2333333333	40.5833333333	Eurasia	Northwest Caucasian	Northwest Caucasian	False	False
adt	adyg1241	Adyghe (Temirgoy)	45.2166666667	39.7	Eurasia	Northwest Caucasian	Northwest Caucasian	False	False
ash	adyg1241	Adyghe (Shapsugh)	45.0	38.75	Eurasia	Northwest Caucasian	Northwest Caucasian	False	False
tin	tiri1258	Tinrin	-21.6666666667	165.75	Papunesia	Oceanic	Austronesian	False	False
jrw	jara1245	Jarawa (in Andamans)	12.0	92.5833333333	Eurasia	South Andamanese	South Andamanese	False	False
cuu	chuu1238	Chuukese	7.33333333333	151.75	Papunesia	Oceanic	Austronesian	False	False
uby	ubyk1235	Ubykh	43.6666666667	39.6666666667	Eurasia	Northwest Caucasian	Northwest Caucasian	False	False
nnt	nant1249	Nanticoke	38.0	-76.25	North America	Algonquian	Algic	False	False
bdk	budu1248	Budukh	41.1666666667	48.4166666667	Eurasia	Lezgic	Nakh-Daghestanian	False	False
kji	nort2641	Kurmanji	38.0	42.0	Eurasia	Iranian	Indo-European	False	False
kbl	kaby1243	Kabyle	36.5	5.0	Africa	Berber	Afro-Asiatic	False	False
ymd	yamd1240	Yamdena	-7.5	131.5	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
mtk	matu1261	Matukar	-4.91666666667	145.75	Papunesia	Oceanic	Austronesian	False	False
wps	wapi1253	Wapishana	2.66666666667	-60.0	South America	Northern Arawakan	Arawakan	False	False
hun	hung1274	Hungarian	47.0	20.0	Eurasia	Ugric	Uralic	False	True
mse	muns1251	Munsee	41.5	-74.6666666667	North America	Algonquian	Algic	False	False
rao	raoo1244	Rao	-4.75	144.5	Papunesia	Annaberg	Lower Sepik-Ramu	False	False
sdh	sind1272	Sindhi	26.0	69.0	Eurasia	Indic	Indo-European	False	False
tar	tari1256	Tariana	1.0	-69.1666666667	South America	Northern Arawakan	Arawakan	False	False
dca	casi1235	Dumagat (Casiguran)	16.3333333333	122.0	Papunesia	Northern Luzon	Austronesian	False	False
tkm	turk1304	Turkmen	40.0	58.0	Eurasia	Turkic	Altaic	False	False
mdb	mudb1240	Mudburra	-17.3333333333	132.083333333	Australia	Pama-Nyungan	Australian	False	False
trt	tern1247	Ternate	0.833333333333	127.25	Papunesia	North Halmaheran	West Papuan	False	False
dha	daas1238	Dhaasanac	4.66666666667	36.3333333333	Africa	Eastern Cushitic	Afro-Asiatic	False	False
kyk	kyak1244	Kyaka	-5.55	144.083333333	Papunesia	Engan	Trans-New Guinea	False	False
ena	enga1252	Enga	-5.5	143.666666667	Papunesia	Engan	Trans-New Guinea	False	False
bdg	bada1257	Badaga	11.6666666667	76.75	Eurasia	Southern Dravidian	Dravidian	False	False
klv	kili1267	Kilivila	-8.5	151.083333333	Papunesia	Oceanic	Austronesian	False	True
kkb	konk1269	Konkomba	10.0	0.0833333333333	Africa	Gur	Niger-Congo	False	False
ark	arak1252	Araki	-15.6666666667	166.916666667	Papunesia	Oceanic	Austronesian	False	False
ktl	katl1237	Katla	11.8333333333	29.3333333333	Africa	Katla-Tima	Niger-Congo	False	False
sta	dong1285	Santa	31.5	107.5	Eurasia	Mongolic	Altaic	False	False
cso	west2644	Chatino (Sierra Occidental)	16.25	-97.3333333333	North America	Zapotecan	Oto-Manguean	False	False
cya	west2644	Chatino (Yaitepec)	16.25	-97.25	North America	Zapotecan	Oto-Manguean	False	False
ctt	tata1258	Chatino (Tataltepec)	16.1666666667	-97.5833333333	North America	Zapotecan	Oto-Manguean	False	False
cht	nopa1235	Chatino (Nopala)	16.0833333333	-97.1666666667	North America	Zapotecan	Oto-Manguean	False	False
map	mapu1245	Mapudungun	-38.0	-72.0	South America	Araucanian	Araucanian	True	True
mab	maba1277	Maba	13.75	20.8333333333	Africa	Maban	Nilo-Saharan	False	True
grj	huar1255	Guarijío	27.75	-108.666666667	North America	Tarahumaran	Uto-Aztecan	False	False
cup	cupe1243	Cupeño	33.1666666667	-116.5	North America	Takic	Uto-Aztecan	False	False
boi	boik1241	Boiken	-3.5	143.5	Papunesia	Middle Sepik	Sepik	False	False
nah	niha1238	Nahali	19.75	77.8333333333	Eurasia	Nahali	Nahali	False	False
kmu	khmu1256	Khmu'	21.0	102.0	Eurasia	Palaung-Khmuic	Austro-Asiatic	False	True
prs	west2369	Persian	32.0	54.0	Eurasia	Iranian	Indo-European	True	True
iau	iauu1242	Iau	-3.16666666667	137.5	Papunesia	Lakes Plain	Lakes Plain	False	False
kby	kabi1261	Kabiyé	9.66666666667	1.16666666667	Africa	Gur	Niger-Congo	False	False
rus	russ1263	Russian	56.0	38.0	Eurasia	Slavic	Indo-European	True	True
wnb	hoch1243	Winnebago	43.5	-88.5	North America	Siouan	Siouan	False	False
swa	swah1253	Swahili	-6.5	39.0	Africa	Bantoid	Niger-Congo	True	True
tht	tehi1237	Tehit	-1.5	132.0	Papunesia	West Bird's Head	West Papuan	False	False
tah	tahi1242	Tahitian	-17.6666666667	-149.583333333	Papunesia	Oceanic	Austronesian	False	False
ksr	kisa1266	Kisar	-8.08333333333	127.116666667	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
bkr	bata1293	Batak (Karo)	3.25	98.25	Papunesia	Northwest Sumatra-Barrier Islands	Austronesian	False	True
snc	sene1264	Seneca	42.5	-77.5	North America	Northern Iroquoian	Iroquoian	False	False
bch	tach1249	Berber (Chaouia)	35.0	7.0	Africa	Berber	Afro-Asiatic	False	False
wrn	wand1263	Warndarang	-14.4166666667	135.583333333	Australia	Maran	Australian	False	False
cro	crow1244	Crow	47.0	-108.0	North America	Siouan	Siouan	False	False
aga	agar1252	Agarabi	-6.16666666667	146.0	Papunesia	Eastern Highlands	Trans-New Guinea	False	False
gds	gads1258	Gadsup	-6.25	146.0	Papunesia	Eastern Highlands	Trans-New Guinea	False	False
baf	bafu1246	Bafut	6.25	9.91666666667	Africa	Bantoid	Niger-Congo	False	False
kiq	kalm1243	Kalmyk (Issyk-Kul)	42.4166666667	78.3333333333	Eurasia	Mongolic	Altaic	False	False
kmk	kalm1243	Kalmyk	44.0	83.0	Eurasia	Mongolic	Altaic	False	False
mnc	manc1252	Manchu	49.5	127.5	Eurasia	Tungusic	Altaic	False	False
beg	idaa1241	Begak-Ida'an	5.25	118.833333333	Papunesia	North Borneo	Austronesian	False	False
sko	nucl1634	Skou	-2.66666666667	140.916666667	Papunesia	Western Skou	Skou	False	False
kwb	nucl1595	Kwerba	-2.25	138.5	Papunesia	Kwerba	Kwerba	False	False
mal	plat1254	Malagasy	-20.0	47.0	Africa	Barito	Austronesian	True	True
ldn	ladi1250	Ladin	46.5833333333	11.9166666667	Eurasia	Romance	Indo-European	False	False
plr	palo1243	Palor	14.8333333333	-16.75	Africa	Northern Atlantic	Niger-Congo	False	False
lho	lhom1239	Lhomi	27.6666666667	87.4166666667	Eurasia	Bodic	Sino-Tibetan	False	False
skk	sikk1242	Sikkimese	27.8333333333	88.5	Eurasia	Bodic	Sino-Tibetan	False	False
klm	klam1254	Klamath	42.5	-121.5	North America	Klamath-Modoc	Penutian	False	False
tns	sout2869	Tanna (Southwest)	-19.5666666667	169.333333333	Papunesia	Oceanic	Austronesian	False	False
wer	weri1253	Weri	-7.75	146.916666667	Papunesia	Goilalan	Trans-New Guinea	False	False
prc	pare1272	Parecis	-14.0	-57.0	South America	Central Arawakan	Arawakan	False	False
all	lala1268	Ala'ala	-8.91666666667	146.75	Papunesia	Oceanic	Austronesian	False	False
yaz	yazg1240	Yazgulyam	38.5	71.5	Eurasia	Iranian	Indo-European	False	False
ccm	coma1246	Chinantec (Comaltepec)	17.5833333333	-96.4166666667	North America	Chinantecan	Oto-Manguean	False	False
cle	leal1235	Chinantec (Lealao)	17.3333333333	-95.9166666667	North America	Chinantecan	Oto-Manguean	False	True
cpl	pala1351	Chinantec (Palantla)	18.8333333333	-96.75	North America	Chinantecan	Oto-Manguean	False	False
chq	quio1240	Chinantec (Quiotepec)	17.5833333333	-96.6666666667	North America	Chinantecan	Oto-Manguean	False	False
